69318,-0.79,-0.35,14.26,0.48,0.27,1.21,1311.95,1310.56,-0.60,-0.33,0.0000000000000000,0.0000000000000000,0
69443,-3.16,-0.51,15.52,0.45,-0.23,-0.39,1311.67,1310.54,-0.64,-0.34,0.0000000000000000,0.0000000000000000,0
69443,-3.16,-0.51,15.52,0.45,-0.23,-0.39,1311.67,1310.54,-0.64,-0.34,0.0000000000000000,0.0000000000000000,0
69560,-4.96,0.05,13.30,-0.62,-0.37,-2.23,1311.67,1310.53,-0.66,-0.34,0.0000000000000000,0.0000000000000000,0
69680,-2.12,-0.69,11.30,-0.60,0.38,-4.03,1312.13,1310.54,-0.68,-0.35,0.0000000000000000,0.0000000000000000,0
69806,-0.93,-1.13,11.23,0.12,0.54,-2.54,1311.10,1310.44,-0.76,-0.37,0.0000000000000000,0.0000000000000000,0
69927,-2.96,1.36,14.42,1.05,-0.08,-0.22,1311.48,1310.40,-0.80,-0.38,0.0000000000000000,0.0000000000000000,0
70063,-3.61,0.95,15.30,0.03,0.68,1.17,1311.20,1310.34,-0.85,-0.39,0.0000000000000000,0.0000000000000000,0
70204,-5.22,1.14,12.07,-0.47,-0.89,1.12,1311.29,1310.30,-0.88,-0.39,0.0000000000000000,0.0000000000000000,0
70328,-2.23,0.30,10.58,-0.77,-1.13,0.20,1310.82,1310.20,-0.95,-0.41,0.0000000000000000,0.0000000000000000,0
70452,2.42,-1.29,11.82,0.06,-0.34,-1.37,1311.29,1310.09,-1.04,-0.43,0.0000000000000000,0.0000000000000000,0
70578,3.45,0.92,16.94,-0.18,0.64,-0.18,1310.92,1309.94,-1.14,-0.46,0.0000000000000000,0.0000000000000000,0
70696,-2.85,-1.90,13.91,0.83,-1.27,-0.93,1311.01,1309.87,-1.19,-0.47,0.0000000000000000,0.0000000000000000,0
70815,0.05,-0.51,11.81,-0.22,-0.19,-2.20,1310.45,1309.72,-1.29,-0.49,0.0000000000000000,0.0000000000000000,0
70934,0.93,0.67,11.39,-0.76,0.60,-2.13,1310.54,1309.57,-1.38,-0.51,0.0000000000000000,0.0000000000000000,0
71049,-0.30,0.39,13.62,-0.36,1.65,-1.33,1309.33,1309.34,-1.50,-0.54,0.0000000000000000,0.0000000000000000,0
71173,-0.25,1.15,16.18,0.26,0.21,-0.37,1308.76,1309.06,-1.64,-0.58,0.0000000000000000,0.0000000000000000,0
71290,-3.29,-0.64,15.11,0.53,-0.03,0.99,1308.76,1308.83,-1.75,-0.59,0.0000000000000000,0.0000000000000000,0
71290,-3.29,-0.64,15.11,0.53,-0.03,0.99,1308.76,1308.83,-1.75,-0.59,0.0000000000000000,0.0000000000000000,0
71410,-3.05,-0.97,11.86,-0.04,-0.43,0.91,1310.07,1308.71,-1.80,-0.60,0.0000000000000000,0.0000000000000000,0
71550,-1.32,-0.10,11.11,-0.80,-0.04,1.44,1310.35,1308.61,-1.85,-0.61,0.0000000000000000,0.0000000000000000,0
71678,0.22,0.86,12.63,-0.36,0.28,0.88,1310.35,1308.50,-1.91,-0.62,0.0000000000000000,0.0000000000000000,0
71817,-0.34,-0.36,15.25,0.46,-0.09,0.11,1310.35,1308.40,-1.96,-0.63,0.0000000000000000,0.0000000000000000,0
71953,-2.50,-0.21,14.86,-0.16,-0.55,-1.45,1310.07,1308.30,-2.00,-0.63,0.0000000000000000,0.0000000000000000,0
72079,-0.98,-0.44,12.10,-0.13,-0.12,-1.50,1310.17,1308.20,-2.05,-0.63,0.0000000000000000,0.0000000000000000,0
72207,-0.67,-0.89,11.02,-0.35,0.67,-1.33,1309.79,1308.07,-2.11,-0.64,0.0000000000000000,0.0000000000000000,0
72324,-0.70,0.78,13.66,0.10,0.47,-0.82,1308.20,1307.80,-2.22,-0.67,0.0000000000000000,0.0000000000000000,0
72324,-0.70,0.78,13.66,0.10,0.47,-0.82,1308.20,1307.80,-2.22,-0.67,0.0000000000000000,0.0000000000000000,0
72444,-1.92,1.35,15.44,0.53,-0.01,-0.43,1309.33,1307.66,-2.28,-0.67,0.0000000000000000,0.0000000000000000,0
72563,-2.45,0.02,14.86,0.14,0.44,-0.02,1308.58,1307.46,-2.35,-0.68,0.0000000000000000,0.0000000000000000,0
72685,-3.25,-2.99,14.02,0.99,-0.02,1.45,1308.39,1307.27,-2.42,-0.69,0.0000000000000000,0.0000000000000000,0
72810,-0.52,5.76,10.20,-2.59,1.46,0.26,1309.14,1307.13,-2.47,-0.69,0.0000000000000000,0.0000000000000000,0
72938,-3.52,0.40,10.85,0.38,-1.26,1.54,1310.17,1307.11,-2.46,-0.68,0.0000000000000000,0.0000000000000000,0
73071,0.24,1.57,13.62,0.30,-0.03,0.14,1310.26,1307.07,-2.46,-0.68,0.0000000000000000,0.0000000000000000,0
73205,-2.48,2.82,14.53,0.04,0.03,0.93,1310.07,1307.03,-2.45,-0.67,0.0000000000000000,0.0000000000000000,0
73337,-2.70,1.75,13.92,-0.59,-0.25,0.76,1310.07,1307.01,-2.44,-0.65,0.0000000000000000,0.0000000000000000,0
73461,-1.57,1.79,12.57,-0.44,0.26,0.83,1310.54,1307.02,-2.42,-0.64,0.0000000000000000,0.0000000000000000,0
73581,-1.32,1.36,12.25,-0.47,0.49,0.56,1310.17,1306.99,-2.41,-0.63,0.0000000000000000,0.0000000000000000,0
73701,-0.80,1.51,13.12,-0.54,0.12,0.61,1310.26,1306.97,-2.40,-0.63,0.0000000000000000,0.0000000000000000,0
73820,-1.80,1.03,13.88,-0.36,0.25,0.45,1310.35,1306.97,-2.38,-0.61,0.0000000000000000,0.0000000000000000,0
73939,-2.83,1.07,14.37,-0.04,0.02,0.10,1310.45,1307.00,-2.34,-0.60,0.0000000000000000,0.0000000000000000,0
74059,-1.93,1.36,12.93,-1.11,-0.15,0.18,1310.45,1307.01,-2.31,-0.59,0.0000000000000000,0.0000000000000000,0
74177,-1.47,0.70,12.63,-1.20,0.25,0.73,1310.26,1307.00,-2.29,-0.58,0.0000000000000000,0.0000000000000000,0
74296,-2.25,-0.65,12.13,-0.71,0.66,0.35,1310.82,1307.06,-2.25,-0.56,0.0000000000000000,0.0000000000000000,0
74415,-2.41,-1.21,12.30,0.09,-0.17,0.31,1310.92,1307.12,-2.20,-0.54,0.0000000000000000,0.0000000000000000,0
74531,-2.09,-0.95,13.41,0.15,-0.34,-0.23,1310.92,1307.18,-2.15,-0.53,0.0000000000000000,0.0000000000000000,0
74654,-2.41,-0.10,14.02,0.10,-0.33,-1.08,1310.45,1307.20,-2.12,-0.51,0.0000000000000000,0.0000000000000000,0
74771,-3.09,-0.06,13.20,0.24,-0.12,-1.69,1310.45,1307.22,-2.08,-0.50,0.0000000000000000,0.0000000000000000,0
74771,-3.09,-0.06,13.20,0.24,-0.12,-1.69,1310.45,1307.22,-2.08,-0.50,0.0000000000000000,0.0000000000000000,0
74887,-2.60,-0.90,12.48,0.62,-0.14,-2.14,1310.07,1307.21,-2.06,-0.49,0.0000000000000000,0.0000000000000000,0
75030,-1.40,0.62,13.14,0.25,-0.21,-1.38,1309.98,1307.19,-2.05,-0.49,0.0000000000000000,0.0000000000000000,0
75154,-0.85,0.52,13.14,-0.03,0.05,-0.88,1310.35,1307.19,-2.04,-0.48,0.0000000000000000,0.0000000000000000,0
75293,0.93,1.13,13.49,0.01,-0.22,-0.03,1310.35,1307.18,-2.03,-0.48,0.0000000000000000,0.0000000000000000,0
75420,-1.60,2.46,14.47,-0.60,0.54,0.57,1310.64,1307.22,-2.00,-0.47,0.0000000000000000,0.0000000000000000,0
75547,-3.61,-1.51,12.23,-0.07,-0.46,-0.46,1310.73,1307.28,-1.94,-0.45,0.0000000000000000,0.0000000000000000,0
75680,-2.27,0.13,13.55,-0.28,0.01,-0.97,1310.26,1307.30,-1.92,-0.44,0.0000000000000000,0.0000000000000000,0
75804,-1.55,-0.93,12.41,-0.19,0.11,-1.01,1310.73,1307.34,-1.88,-0.43,0.0000000000000000,0.0000000000000000,0
75922,-0.05,-1.25,13.30,-0.05,-0.15,-0.83,1310.73,1307.37,-1.86,-0.43,0.0000000000000000,0.0000000000000000,0
76041,0.17,-0.96,13.41,-0.17,0.16,-0.27,1310.73,1307.40,-1.83,-0.42,0.0000000000000000,0.0000000000000000,0
76163,-0.75,-0.13,14.19,-0.03,0.12,0.98,1310.64,1307.43,-1.81,-0.42,0.0000000000000000,0.0000000000000000,0
76163,-0.75,-0.13,14.19,-0.03,0.12,0.98,1310.64,1307.43,-1.81,-0.42,0.0000000000000000,0.0000000000000000,0
76281,-1.75,-0.37,12.86,-0.43,0.15,1.85,1310.35,1307.44,-1.79,-0.41,0.0000000000000000,0.0000000000000000,0
76402,-2.82,0.49,13.48,-0.31,-0.02,1.99,1310.35,1307.47,-1.76,-0.40,0.0000000000000000,0.0000000000000000,0
76521,-2.29,-0.26,12.97,-0.10,0.13,0.93,1310.73,1307.52,-1.72,-0.39,0.0000000000000000,0.0000000000000000,0
76654,-2.86,-0.40,13.63,-0.07,-0.11,0.63,1310.92,1307.60,-1.67,-0.38,0.0000000000000000,0.0000000000000000,0
76780,-2.32,-0.57,13.27,-0.31,-0.06,0.50,1310.73,1307.65,-1.63,-0.37,0.0000000000000000,0.0000000000000000,0
76914,-1.40,-0.88,12.85,-0.25,-0.03,0.40,1311.01,1307.71,-1.59,-0.36,0.0000000000000000,0.0000000000000000,0
77054,-1.53,-0.14,13.84,-0.12,0.01,0.48,1310.26,1307.71,-1.58,-0.36,0.0000000000000000,0.0000000000000000,0
77186,-1.59,-0.42,13.03,-0.17,-0.06,0.17,1310.92,1307.77,-1.55,-0.35,0.0000000000000000,0.0000000000000000,0
77305,-1.75,0.12,13.58,-0.16,-0.03,0.03,1310.64,1307.80,-1.52,-0.35,0.0000000000000000,0.0000000000000000,0
77432,-1.52,-0.28,13.03,-0.33,0.00,-0.07,1311.01,1307.86,-1.49,-0.34,0.0000000000000000,0.0000000000000000,0
77551,-1.63,-0.23,13.23,-0.25,-0.10,-0.13,1311.10,1307.93,-1.45,-0.33,0.0000000000000000,0.0000000000000000,0
77672,-1.38,-0.24,13.27,-0.10,-0.26,-0.14,1311.57,1308.03,-1.40,-0.32,0.0000000000000000,0.0000000000000000,0
77791,-1.22,-0.25,13.35,-0.17,-0.12,-0.09,1311.01,1308.09,-1.37,-0.31,0.0000000000000000,0.0000000000000000,0
77906,-1.07,-0.05,13.43,-0.14,-0.22,-0.05,1311.01,1308.13,-1.35,-0.31,0.0000000000000000,0.0000000000000000,0
78025,-0.81,-0.05,13.36,-0.06,-0.15,0.01,1311.10,1308.18,-1.32,-0.31,0.0000000000000000,0.0000000000000000,0
78025,-0.81,-0.05,13.36,-0.06,-0.15,0.01,1311.10,1308.18,-1.32,-0.31,0.0000000000000000,0.0000000000000000,0
78151,-0.11,-0.17,13.42,-0.05,0.02,0.03,1310.64,1308.18,-1.32,-0.31,0.0000000000000000,0.0000000000000000,0
78273,-0.16,-0.23,13.49,-0.05,0.12,0.06,1310.54,1308.18,-1.33,-0.32,0.0000000000000000,0.0000000000000000,0
78394,-0.38,-0.30,13.22,-0.04,0.05,-0.22,1310.26,1308.15,-1.35,-0.32,0.0000000000000000,0.0000000000000000,0
78519,-0.07,-0.09,13.48,-0.10,0.22,-0.30,1311.10,1308.19,-1.33,-0.32,0.0000000000000000,0.0000000000000000,0
78655,-0.30,-0.16,13.68,-0.15,0.10,-0.28,1311.01,1308.22,-1.32,-0.32,0.0000000000000000,0.0000000000000000,0
78785,-1.63,0.10,13.50,-0.16,0.01,-0.61,1311.10,1308.28,-1.29,-0.32,0.0000000000000000,0.0000000000000000,0
78910,-1.27,0.00,13.29,-0.00,0.03,-0.61,1310.54,1308.28,-1.29,-0.32,0.0000000000000000,0.0000000000000000,0
79034,-1.81,-0.14,12.99,-0.02,0.19,-0.48,1310.64,1308.29,-1.29,-0.32,0.0000000000000000,0.0000000000000000,0
79034,-1.81,-0.14,12.99,-0.02,0.19,-0.48,1310.64,1308.29,-1.29,-0.32,0.0000000000000000,0.0000000000000000,0
79149,-2.05,-0.27,13.10,-0.01,0.18,-0.41,1310.73,1308.31,-1.28,-0.32,0.0000000000000000,0.0000000000000000,0
79267,-2.06,-0.12,13.26,-0.10,0.14,-0.33,1310.82,1308.34,-1.26,-0.32,0.0000000000000000,0.0000000000000000,0
79390,-2.10,-0.29,13.10,-0.11,0.04,-0.18,1311.01,1308.38,-1.24,-0.31,0.0000000000000000,0.0000000000000000,0
79520,-1.92,-0.51,13.28,-0.20,0.10,-0.03,1310.45,1308.38,-1.25,-0.32,0.0000000000000000,0.0000000000000000,0
79648,-1.96,-0.66,13.11,-0.18,0.01,-0.05,1310.82,1308.40,-1.24,-0.32,0.0000000000000000,0.0000000000000000,0
79775,-1.78,-0.18,13.29,-0.15,0.01,-0.23,1311.29,1308.46,-1.21,-0.31,0.0000000000000000,0.0000000000000000,0
79893,-1.62,-0.21,13.37,-0.20,-0.25,0.36,1310.92,1308.49,-1.20,-0.31,0.0000000000000000,0.0000000000000000,0
79893,-1.62,-0.21,13.37,-0.20,-0.25,0.36,1310.92,1308.49,-1.20,-0.31,0.0000000000000000,0.0000000000000000,0
80014,-1.78,-0.39,12.90,-0.17,-0.10,0.05,1310.73,1308.50,-1.20,-0.31,0.0000000000000000,0.0000000000000000,0
80141,-1.28,-0.06,13.46,0.04,0.15,-0.26,1310.64,1308.50,-1.20,-0.32,0.0000000000000000,0.0000000000000000,0
80276,-1.64,-0.25,13.38,-0.14,-0.07,0.04,1310.92,1308.52,-1.20,-0.32,0.0000000000000000,0.0000000000000000,0
80407,-1.49,-0.25,13.26,-0.13,-0.03,-0.01,1311.29,1308.57,-1.18,-0.31,0.0000000000000000,0.0000000000000000,0
80540,-1.39,-0.28,13.28,-0.12,-0.02,-0.05,1310.64,1308.57,-1.19,-0.32,0.0000000000000000,0.0000000000000000,0
80668,-1.36,-0.30,13.41,-0.13,0.01,0.00,1311.38,1308.62,-1.17,-0.31,0.0000000000000000,0.0000000000000000,0
80808,-1.49,-0.40,13.28,-0.10,-0.02,-0.09,1311.29,1308.67,-1.15,-0.31,0.0000000000000000,0.0000000000000000,0
80924,-1.33,-0.21,13.37,-0.06,-0.04,-0.19,1311.95,1308.77,-1.11,-0.31,0.0000000000000000,0.0000000000000000,0
80924,-1.33,-0.21,13.37,-0.06,-0.04,-0.19,1311.95,1308.77,-1.11,-0.31,0.0000000000000000,0.0000000000000000,0
81041,-1.19,-0.18,13.32,-0.06,-0.06,-0.07,1311.38,1308.81,-1.10,-0.31,0.0000000000000000,0.0000000000000000,0
81156,-1.29,-0.22,13.36,-0.04,-0.01,-0.04,1311.29,1308.85,-1.09,-0.31,0.0000000000000000,0.0000000000000000,0
81277,-1.12,-0.06,13.44,-0.08,-0.09,-0.07,1311.10,1308.86,-1.09,-0.31,0.0000000000000000,0.0000000000000000,0
81392,-0.99,-0.10,13.24,-0.03,-0.06,0.01,1311.85,1308.94,-1.07,-0.31,0.0000000000000000,0.0000000000000000,0
81507,-0.94,-0.42,12.51,0.65,0.15,0.05,1311.01,1308.94,-1.08,-0.31,0.0000000000000000,0.0000000000000000,0
81645,-0.76,2.60,14.07,0.97,0.45,0.16,1311.20,1308.95,-1.09,-0.32,0.0000000000000000,0.0000000000000000,0
81775,-1.81,3.03,14.11,-0.28,0.31,0.76,1311.20,1308.97,-1.09,-0.32,0.0000000000000000,0.0000000000000000,0
81899,-1.75,2.10,13.11,-0.30,-1.46,0.80,1311.20,1308.99,-1.09,-0.32,0.0000000000000000,0.0000000000000000,0
82027,0.62,2.29,13.14,-0.41,-1.95,0.35,1310.45,1308.92,-1.13,-0.33,0.0000000000000000,0.0000000000000000,0
82151,3.16,2.26,12.61,-0.53,-0.67,-0.16,1309.79,1308.77,-1.23,-0.36,0.0000000000000000,0.0000000000000000,0
82285,3.82,1.24,12.35,-0.13,0.05,-0.26,1309.98,1308.64,-1.31,-0.39,0.0000000000000000,0.0000000000000000,0
82407,3.56,1.51,13.14,0.01,-0.02,-0.07,1310.35,1308.54,-1.38,-0.41,0.0000000000000000,0.0000000000000000,0
82526,3.29,1.68,12.92,-0.06,0.04,0.03,1309.89,1308.41,-1.46,-0.44,0.0000000000000000,0.0000000000000000,0
82648,3.37,1.58,12.96,-0.25,0.15,0.04,1310.92,1308.37,-1.50,-0.45,0.0000000000000000,0.0000000000000000,0
82765,3.07,1.29,12.76,-0.03,0.03,0.08,1310.73,1308.32,-1.55,-0.47,0.0000000000000000,0.0000000000000000,0
82765,3.07,1.29,12.76,-0.03,0.03,0.08,1310.73,1308.32,-1.55,-0.47,0.0000000000000000,0.0000000000000000,0
82886,2.95,1.36,13.20,-0.10,0.11,-0.04,1311.01,1308.29,-1.58,-0.48,0.0000000000000000,0.0000000000000000,0
83004,2.89,1.49,13.17,-0.17,0.18,-0.17,1310.45,1308.21,-1.63,-0.49,0.0000000000000000,0.0000000000000000,0
83121,2.90,1.61,13.07,-0.13,-0.11,-0.17,1311.10,1308.20,-1.65,-0.50,0.0000000000000000,0.0000000000000000,0
83237,3.10,1.73,13.05,-0.17,-0.09,-0.10,1310.73,1308.15,-1.69,-0.52,0.0000000000000000,0.0000000000000000,0
83353,2.99,1.58,12.93,-0.19,0.05,-0.02,1310.82,1308.10,-1.73,-0.53,0.0000000000000000,0.0000000000000000,0
83470,2.94,1.43,12.96,-0.07,0.04,-0.04,1310.92,1308.07,-1.76,-0.54,0.0000000000000000,0.0000000000000000,0
83588,2.95,1.46,13.11,-0.09,-0.00,-0.05,1310.54,1308.01,-1.80,-0.55,0.0000000000000000,0.0000000000000000,0
83716,2.94,1.37,13.05,-0.09,0.01,-0.08,1310.92,1307.98,-1.83,-0.56,0.0000000000000000,0.0000000000000000,0
83843,3.61,0.85,14.38,-0.16,0.24,-0.18,1310.82,1307.93,-1.87,-0.57,0.0000000000000000,0.0000000000000000,0
83981,2.15,2.22,17.09,-2.27,3.15,-0.53,1312.88,1308.08,-1.81,-0.55,0.0000000000000000,0.0000000000000000,0
84117,-2.91,-2.50,8.44,-0.75,1.31,-1.80,1313.91,1308.36,-1.68,-0.52,0.0000000000000000,0.0000000000000000,0
84243,-0.68,-1.31,9.95,2.96,-3.44,-0.96,1313.07,1308.53,-1.60,-0.50,0.0000000000000000,0.0000000000000000,0
84366,6.06,4.82,11.06,3.72,-5.33,-1.33,1310.17,1308.37,-1.70,-0.53,0.0000000000000000,0.0000000000000000,0
84485,9.49,7.23,5.19,3.36,-5.15,-1.46,1309.42,1308.13,-1.85,-0.57,0.0000000000000000,0.0000000000000000,0
84603,9.01,7.39,-1.59,3.94,-4.68,0.25,1309.51,1307.90,-1.99,-0.61,0.0000000000000000,0.0000000000000000,0
84722,5.29,3.86,-5.00,2.79,-3.23,1.93,1309.98,1307.76,-2.08,-0.64,0.0000000000000000,0.0000000000000000,0
84840,2.13,0.89,-5.09,1.21,-2.63,1.24,1309.89,1307.64,-2.14,-0.65,0.0000000000000000,0.0000000000000000,0
84840,2.13,0.89,-5.09,1.21,-2.63,1.24,1309.89,1307.64,-2.14,-0.65,0.0000000000000000,0.0000000000000000,0
84956,-0.41,0.44,-1.51,-0.14,-1.75,-0.34,1309.61,1307.53,-2.18,-0.65,0.0000000000000000,0.0000000000000000,0
85077,-3.41,-0.37,-4.90,-1.65,-1.09,-1.44,1310.17,1307.50,-2.18,-0.65,0.0000000000000000,0.0000000000000000,0
85195,-5.51,0.75,-6.51,-0.74,-1.28,0.55,1309.79,1307.47,-2.17,-0.63,0.0000000000000000,0.0000000000000000,0
85328,-6.43,2.94,-5.29,-1.08,-0.51,-0.33,1310.26,1307.48,-2.14,-0.61,0.0000000000000000,0.0000000000000000,0
85456,-6.46,3.38,-4.22,-0.38,-0.33,-0.23,1309.42,1307.42,-2.14,-0.60,0.0000000000000000,0.0000000000000000,0
85580,-6.05,2.28,-3.79,-0.32,-0.14,-0.25,1309.89,1307.41,-2.12,-0.58,0.0000000000000000,0.0000000000000000,0
85708,-6.31,2.76,-3.22,-0.42,0.31,-0.22,1309.98,1307.41,-2.09,-0.57,0.0000000000000000,0.0000000000000000,0
85837,-5.97,2.89,-3.76,-0.20,0.01,-0.14,1309.42,1307.36,-2.08,-0.56,0.0000000000000000,0.0000000000000000,0
85967,-5.23,2.51,-3.55,-0.38,0.55,0.25,1310.17,1307.37,-2.05,-0.54,0.0000000000000000,0.0000000000000000,0
86092,-3.25,3.56,-5.52,-0.40,1.94,0.69,1310.07,1307.36,-2.04,-0.53,0.0000000000000000,0.0000000000000000,0
86211,0.29,4.53,-6.35,-0.84,3.12,1.46,1309.70,1307.28,-2.07,-0.54,0.0000000000000000,0.0000000000000000,0
86330,4.13,5.82,-5.74,-0.44,3.88,1.58,1309.89,1307.19,-2.11,-0.55,0.0000000000000000,0.0000000000000000,0
86451,7.93,4.54,-2.26,-0.43,4.39,2.44,1310.07,1307.08,-2.18,-0.57,0.0000000000000000,0.0000000000000000,0
86570,8.04,2.18,1.92,-0.70,4.27,2.15,1310.07,1306.97,-2.25,-0.60,0.0000000000000000,0.0000000000000000,0
86687,8.16,-0.51,5.61,-0.22,1.44,0.49,1309.89,1306.85,-2.32,-0.62,0.0000000000000000,0.0000000000000000,0
86802,10.58,-0.45,7.05,-0.01,-0.22,-0.10,1310.17,1306.74,-2.39,-0.65,0.0000000000000000,0.0000000000000000,0
86920,9.48,-0.49,6.95,-0.20,0.57,-0.05,1309.89,1306.61,-2.47,-0.67,0.0000000000000000,0.0000000000000000,0
87035,8.59,-0.55,6.87,0.33,-0.32,-0.18,1310.17,1306.52,-2.52,-0.69,0.0000000000000000,0.0000000000000000,0
87161,9.37,0.20,7.62,0.04,0.23,-0.37,1309.70,1306.39,-2.60,-0.71,0.0000000000000000,0.0000000000000000,0
87277,9.50,0.23,7.56,-0.20,0.64,-0.44,1310.07,1306.29,-2.66,-0.73,0.0000000000000000,0.0000000000000000,0
87277,9.50,0.23,7.56,-0.20,0.64,-0.44,1310.07,1306.29,-2.66,-0.73,0.0000000000000000,0.0000000000000000,0
87396,9.20,0.59,7.80,0.06,0.09,-0.21,1310.26,1306.21,-2.71,-0.75,0.0000000000000000,0.0000000000000000,0
87511,9.19,0.94,7.86,0.21,-0.21,-0.13,1310.82,1306.19,-2.74,-0.76,0.0000000000000000,0.0000000000000000,0
